@relation SEA
@attribute x real
@attribute y real
@attribute z real
@attribute class {n,p}

@data
8.514,6.158,7.540,n
9.838,9.756,6.243,n
3.135,7.979,3.375,p
9.005,4.027,8.498,n
0.793,3.816,7.354,n
9.626,5.857,5.681,n
8.237,2.413,2.066,n
2.842,1.737,0.034,p
4.773,8.495,6.501,n
1.547,5.117,4.727,p
1.831,8.216,3.333,n
4.997,9.629,0.119,n
0.865,1.174,5.595,p
3.719,1.880,8.981,p
7.859,0.275,4.507,n
3.187,2.785,5.293,p
0.771,3.330,6.073,p
8.616,0.520,6.079,n
0.305,4.713,3.521,p
4.513,0.240,3.893,p
6.460,4.099,0.443,n
9.324,9.992,9.644,n
2.880,6.296,9.974,p
1.828,2.946,9.382,p
1.866,4.758,5.216,n
1.307,0.056,2.161,p
8.464,7.081,6.700,n
3.244,3.117,4.590,p
4.981,0.591,7.049,p
6.134,7.247,1.426,n
2.954,4.340,4.272,p
4.469,1.983,1.751,p
5.905,1.621,1.304,p
2.030,5.033,6.910,p
2.692,8.246,6.688,n
7.435,1.566,0.841,n
0.210,3.981,2.339,p
6.416,4.790,1.418,n
9.107,0.749,2.587,n
3.985,1.198,4.969,p
6.688,4.278,3.142,n
7.448,0.727,6.776,n
6.395,6.208,0.524,n
5.450,7.098,9.400,p
9.415,3.820,9.094,n
1.538,2.112,0.762,p
4.071,1.610,2.351,p
5.407,1.751,2.927,p
3.118,4.039,6.811,p
9.023,4.470,2.233,n
8.316,9.169,0.252,n
4.494,2.368,2.737,p
9.860,6.731,8.954,n
1.351,4.436,8.048,p
3.845,3.103,0.326,p
7.980,3.651,5.526,n
3.370,3.018,2.476,n
1.126,6.498,3.930,p
5.732,3.166,5.080,n
1.360,6.489,3.908,n
7.412,5.475,1.693,n
3.444,4.791,6.162,n
1.986,4.827,4.557,p
7.054,2.056,0.567,n
9.491,6.843,9.157,n
6.019,0.880,2.302,p
6.455,3.055,7.868,n
8.506,2.021,5.320,n
4.503,4.884,7.415,n
3.068,3.764,9.891,p
5.938,4.650,1.075,n
0.009,2.574,4.570,p
3.518,3.813,2.078,p
3.873,0.915,1.263,n
4.778,6.986,3.756,p
3.027,2.063,5.107,p
2.474,9.357,0.392,n
4.162,2.804,1.667,p
5.002,1.970,4.105,p
4.405,0.821,2.328,p
9.607,4.870,7.372,n
3.075,3.009,4.605,p
1.455,0.107,2.728,p
1.026,6.602,9.757,p
1.471,1.861,5.612,n
7.478,0.428,6.484,p
2.594,8.368,4.151,n
4.505,6.588,6.213,n
7.890,5.760,8.419,n
1.538,4.104,4.324,p
0.815,8.125,6.426,n
1.284,9.803,3.244,n
3.440,1.058,6.694,n
3.672,4.604,9.825,n
9.434,0.544,5.337,n
6.948,3.678,5.234,n
6.195,7.720,9.514,n
7.871,4.641,1.337,n
2.187,0.081,3.882,p
8.125,6.183,8.894,n
6.072,1.805,8.492,p
8.429,9.013,3.329,n
5.141,6.610,9.447,n
5.553,0.134,0.036,p
0.559,1.550,8.178,p
2.167,6.212,2.635,n
6.023,3.138,0.057,n
7.890,4.457,6.768,n
1.231,8.899,6.946,p
4.606,3.283,4.438,p
1.441,5.415,8.281,p
5.970,1.484,6.369,p
2.519,0.502,2.228,p
0.585,9.209,9.309,n
2.087,2.591,1.323,p
7.107,0.374,4.014,p
0.241,0.452,4.369,p
2.515,1.920,5.853,p
4.006,7.734,8.443,n
4.738,0.023,8.547,p
5.813,5.558,4.378,p
6.886,6.205,9.787,n
0.904,7.339,3.661,n
5.845,0.583,2.891,p
5.349,3.972,6.635,n
1.782,2.285,7.717,p
4.836,1.139,1.721,p
4.045,9.865,8.962,n
1.771,0.806,8.767,p
7.651,9.993,6.091,n
6.421,9.241,5.078,n
3.909,2.174,2.374,p
0.450,2.510,6.129,p
1.986,2.558,2.797,p
4.551,2.690,8.165,p
2.614,5.184,9.411,p
7.988,1.961,3.439,n
1.422,0.396,4.808,p
4.534,4.826,7.680,n
8.164,6.772,0.038,p
4.260,5.855,3.797,n
4.848,8.273,0.665,n
5.048,0.070,3.852,p
2.259,0.958,7.713,p
4.868,9.251,7.234,n
1.059,5.326,2.858,p
7.265,1.174,3.040,n
1.895,1.997,4.205,p
3.808,2.018,9.918,p
1.445,3.851,7.779,p
3.769,1.547,9.686,p
7.199,8.912,1.216,n
0.673,9.201,0.777,n
6.483,1.647,4.704,n
2.231,8.952,5.001,n
3.491,8.345,9.712,n
0.721,2.576,8.083,p
4.677,2.357,4.784,p
5.427,4.123,1.100,n
2.296,8.996,7.006,n
1.901,0.243,4.121,p
3.584,2.563,4.671,p
0.470,2.477,8.565,p
3.235,3.439,7.224,p
2.234,9.631,8.412,n
1.763,5.106,6.414,p
7.452,9.841,2.142,n
1.655,4.721,0.853,p
1.819,9.753,5.239,n
0.337,5.468,9.667,p
5.555,1.245,5.015,p
7.264,1.899,7.239,n
7.016,1.231,8.605,n
4.169,3.787,4.861,p
9.524,8.946,9.326,p
9.266,2.451,1.389,n
6.478,1.320,5.159,p
0.961,2.368,9.231,p
4.690,1.129,0.440,p
0.081,8.444,2.708,n
0.144,5.984,0.554,p
3.853,3.029,2.948,n
1.132,6.334,7.129,p
1.809,0.111,6.294,p
4.548,3.828,1.388,n
7.101,6.433,2.329,n
9.906,3.118,5.738,n
8.661,2.571,2.556,p
3.337,4.598,8.678,p
5.896,1.978,2.828,p
5.215,0.170,1.944,n
5.221,6.142,7.739,n
0.483,4.909,6.707,p
1.368,2.294,9.412,p
7.555,2.803,3.708,n
7.066,8.915,7.009,n
8.857,4.722,6.578,p
6.095,4.266,5.209,n
8.526,7.972,9.868,p
4.688,0.551,3.876,p
7.051,8.167,4.808,n
9.459,1.269,2.561,n
0.010,3.798,3.628,p
0.578,1.980,1.181,p
8.867,0.473,4.190,n
2.115,1.563,5.309,p
0.703,7.546,1.988,n
1.837,5.719,4.408,p
5.257,8.757,5.244,n
7.366,5.676,3.566,n
2.296,7.614,9.695,n
0.146,6.409,1.349,p
7.283,3.778,7.503,n
9.453,4.055,7.836,n
0.084,3.370,9.956,p
9.503,7.096,8.785,n
9.394,0.967,1.486,n
0.805,3.704,3.287,p
3.754,7.418,3.944,n
8.093,2.035,0.667,n
5.675,8.686,4.949,n
7.977,2.843,0.769,n
7.036,4.078,6.027,n
6.629,8.651,7.361,n
7.013,2.359,7.351,p
2.459,2.100,3.788,p
3.155,0.924,5.185,p
9.081,7.370,3.481,n
4.359,2.054,9.685,p
0.659,3.079,6.245,p
2.056,5.589,6.580,p
3.812,9.659,3.468,n
5.751,0.147,7.711,p
1.373,1.276,2.799,p
0.506,8.744,9.200,n
1.498,1.181,7.933,p
3.747,0.010,5.949,p
4.229,6.060,8.531,n
1.464,0.804,8.446,p
1.872,4.127,3.872,p
6.060,4.176,7.397,n
9.898,2.547,5.980,n
2.916,4.182,5.557,p
5.284,7.774,5.131,n
5.411,2.708,3.678,n
1.842,2.838,3.909,p
6.230,7.557,1.889,p
3.908,4.056,3.827,p
2.556,8.958,2.922,n
6.297,9.960,7.207,n
8.135,8.816,4.569,n
0.684,6.438,6.579,p
0.819,8.579,3.598,n
1.991,2.672,5.682,p
2.844,1.679,2.670,n
0.778,6.858,6.904,n
9.362,7.000,1.590,n
0.102,1.160,6.379,p
5.624,8.225,7.876,n
2.162,4.806,3.219,p
9.211,3.805,4.793,n
7.335,3.423,2.721,n
8.327,8.577,7.781,n
9.828,1.705,4.718,n
2.148,3.733,6.000,p
0.317,2.465,0.206,p
0.278,6.848,2.464,p
5.593,3.300,9.077,n
8.744,6.948,5.222,n
6.356,8.929,7.312,n
1.762,6.187,6.016,p
0.591,2.820,9.031,p
5.191,0.774,6.455,p
0.073,3.813,6.319,p
9.558,0.379,2.079,p
1.003,0.971,3.467,n
8.339,0.264,8.790,n
1.585,1.693,6.392,n
1.100,2.373,3.751,p
8.892,9.416,2.956,n
2.684,1.542,5.024,p
2.871,6.968,0.345,n
1.618,3.395,0.454,p
2.400,6.527,9.572,n
0.636,1.983,4.383,p
2.264,0.987,4.367,p
6.773,8.900,4.954,n
9.270,3.184,9.783,n
5.124,5.551,5.735,n
5.946,0.764,1.125,p
9.906,0.895,3.964,n
3.009,3.133,8.498,p
0.141,6.222,1.175,p
1.720,5.670,3.613,p
0.376,4.611,0.401,p
7.164,5.306,9.218,n
1.997,1.238,9.830,p
1.401,6.247,5.455,p
3.666,2.257,8.509,p
2.100,1.348,8.961,p
6.034,0.175,7.326,p
3.573,4.101,1.575,p
0.400,4.353,3.332,p
6.885,0.170,9.781,p
9.341,3.153,3.668,n
0.770,0.407,5.908,p
5.216,0.476,6.675,p
3.362,8.882,6.533,n
7.011,9.996,4.886,n
5.857,5.749,1.381,p
9.986,9.422,9.199,n
9.689,5.279,8.061,n
3.630,1.801,7.521,p
1.895,5.312,0.465,p
2.009,0.694,1.303,p
9.692,8.532,8.345,n
2.450,3.310,4.752,p
5.383,4.854,0.252,n
3.817,2.281,9.788,p
9.020,6.073,8.352,n
4.727,2.090,8.271,p
4.873,6.053,5.754,n
7.505,9.634,2.682,n
1.519,8.551,0.262,p
1.954,4.773,5.206,p
0.668,5.147,0.658,p
1.547,1.417,9.471,p
5.617,8.562,4.824,n
3.315,1.794,6.941,p
6.977,2.021,4.405,n
0.608,9.217,8.267,n
4.046,1.011,9.404,p
3.294,4.236,8.105,p
4.140,2.921,0.897,p
7.243,5.315,2.843,p
2.500,1.042,6.671,p
0.612,3.758,2.121,p
5.402,8.208,6.081,n
5.788,9.859,9.422,n
8.482,9.514,4.599,n
9.025,2.112,9.033,n
1.932,4.290,8.798,p
7.875,4.155,0.238,n
2.308,3.322,2.878,p
9.852,2.656,1.743,n
4.284,1.141,6.566,p
8.866,3.718,0.239,n
6.625,0.017,9.058,p
9.389,7.337,4.717,n
4.487,9.940,4.187,n
3.093,9.081,9.823,n
7.618,1.671,0.050,n
4.310,3.878,6.221,n
6.854,9.954,7.970,n
4.401,2.692,0.673,n
7.516,5.688,4.231,n
6.212,1.416,0.356,p
3.794,0.171,8.352,p
8.921,7.789,7.168,n
5.762,3.752,0.526,p
7.344,8.432,0.708,n
1.179,5.631,3.391,p
2.974,8.634,6.245,n
7.487,8.022,9.751,n
7.085,5.120,1.656,p
5.316,0.855,1.133,p
3.947,7.044,0.479,p
4.904,6.081,6.057,n
1.307,0.793,4.037,p
3.612,1.378,0.073,p
5.354,2.427,8.413,p
0.174,6.981,0.191,p
1.501,1.941,6.684,p
1.133,2.782,9.268,p
3.999,3.192,5.970,p
4.401,8.069,6.202,n
6.574,0.279,7.684,p
5.453,7.351,7.334,n
5.257,4.104,7.021,n
8.949,1.711,9.292,n
6.105,4.563,4.009,n
6.038,3.128,3.589,n
4.535,9.368,8.187,n
3.397,2.847,8.228,p
5.289,1.181,5.187,p
4.316,1.117,8.206,p
0.370,9.549,7.126,n
1.307,7.502,1.998,n
1.818,3.934,9.074,p
5.162,5.314,1.400,n
9.003,5.805,4.669,n
0.287,6.516,1.245,p
4.083,8.748,8.780,n
6.885,7.922,5.782,n
4.763,8.613,4.620,n
0.735,6.762,4.029,p
7.271,6.382,3.080,n
3.373,8.723,4.456,n
0.567,4.165,7.596,p
1.758,8.398,8.112,n
2.338,0.235,4.719,p
0.089,8.356,2.426,n
6.765,7.728,1.157,n
6.313,9.475,1.665,n
0.344,3.022,8.299,p
6.007,8.191,6.689,n
6.536,1.260,8.776,p
1.942,3.538,4.566,p
0.122,3.287,7.442,n
3.828,0.188,8.503,p
0.459,9.827,3.360,p
7.894,2.027,5.850,n
2.505,3.455,5.710,p
5.024,2.212,7.690,p
7.773,8.313,2.122,p
1.007,1.355,7.697,p
2.739,1.138,3.361,p
5.481,4.399,6.604,n
5.102,5.894,5.368,n
4.730,1.554,1.660,p
9.435,4.979,9.091,n
3.820,0.902,2.869,p
8.617,0.146,7.944,n
5.664,1.499,7.179,p
8.548,3.238,4.249,n
1.517,1.163,4.534,p
6.517,2.984,4.128,n
2.042,2.490,0.031,p
3.493,4.069,4.178,p
5.298,1.134,4.575,p
4.523,0.409,0.135,p
7.784,7.883,2.739,p
9.555,6.767,6.387,p
8.199,3.639,4.072,n
4.411,0.671,1.650,p
8.757,8.291,3.779,n
6.472,1.449,7.023,n
7.052,3.237,7.386,n
3.153,4.189,1.373,p
6.595,5.819,7.066,n
1.777,3.438,2.256,p
5.144,3.086,1.741,n
8.378,7.030,9.931,n
1.263,5.067,9.376,p
3.386,2.736,3.140,p
9.617,0.457,3.635,n
2.550,1.092,9.729,p
4.210,8.752,1.709,n
5.355,0.393,1.435,p
2.378,0.937,8.091,p
1.512,5.018,4.919,n
6.267,6.353,4.015,n
4.977,1.712,7.793,p
9.890,4.655,1.503,n
2.127,1.355,9.575,p
1.302,5.144,6.555,p
8.988,2.377,9.849,n
5.698,2.159,9.744,p
9.075,1.067,6.715,n
0.901,7.848,5.016,n
4.967,2.683,2.458,p
7.062,3.836,2.391,n
3.601,1.784,0.463,p
8.275,2.112,3.579,p
6.121,6.475,7.977,n
1.568,5.744,7.286,p
4.851,1.824,2.230,p
1.578,2.918,3.818,p
8.314,0.160,9.460,n
8.563,4.696,3.896,n
8.113,3.043,2.935,n
6.369,1.408,1.147,p
0.463,0.586,9.753,p
1.443,4.114,3.043,p
8.011,9.394,3.935,n
0.388,7.159,6.774,p
0.817,4.411,4.496,n
1.490,6.130,6.318,p
0.597,3.524,0.087,n
2.754,2.540,8.909,p
1.626,4.285,2.149,p
4.728,0.190,5.763,p
4.932,0.720,3.916,p
0.050,6.031,0.842,p
2.445,3.779,3.733,p
7.380,1.507,1.322,n
4.178,2.597,5.779,p
2.160,4.699,3.015,p
8.426,6.441,6.949,p
2.146,1.889,7.492,p
0.471,7.596,7.673,p
5.806,6.018,6.621,p
6.539,3.834,8.493,n
5.137,0.677,8.290,n
0.928,4.489,5.425,p
3.751,2.597,1.152,p
3.236,4.775,1.638,n
9.815,4.971,6.273,n
3.708,9.506,4.447,n
6.390,9.822,4.272,n
0.491,2.439,0.667,p
7.177,9.448,9.431,n
8.976,3.969,7.306,n
8.446,9.659,7.047,n
7.490,9.963,4.971,n
1.947,3.746,8.765,p
0.067,1.022,5.069,p
2.094,2.417,8.816,p
3.244,1.414,0.772,p
8.602,2.548,0.610,n
6.950,6.450,0.859,n
0.956,8.733,8.551,n
3.668,2.265,1.193,p
9.356,5.191,2.630,n
3.881,7.194,7.692,n
1.311,5.004,5.949,p
5.657,3.009,1.748,n
6.457,0.423,2.306,p
1.436,5.554,5.847,p
6.732,5.849,5.109,n
1.752,2.803,2.931,p
2.831,0.622,8.421,p
0.846,7.590,3.496,n
5.727,1.843,5.541,p
7.508,6.499,6.857,n
0.542,2.324,8.027,p
2.734,2.987,1.958,p
3.685,6.590,4.018,n
5.104,1.091,6.145,p
1.701,5.245,7.528,p
4.743,0.904,1.551,p
9.841,2.444,1.779,n
6.678,7.833,6.384,n
8.594,3.032,6.639,n
5.630,4.917,8.297,n
9.496,7.137,9.808,n
3.866,1.262,5.732,p
6.368,0.708,7.617,p
4.614,6.870,2.397,n
5.344,3.016,5.204,n
5.811,4.221,2.801,n
0.705,4.300,0.683,p
7.333,2.374,2.820,n
7.846,9.962,9.047,n
4.878,4.248,6.835,n
8.189,4.676,4.773,p
3.821,0.090,1.900,p
1.207,5.049,6.728,p
5.712,3.323,7.984,n
3.280,1.667,8.351,p
5.567,1.060,6.561,p
0.058,1.947,8.810,p
0.110,4.892,0.066,n
8.173,0.430,0.447,n
7.678,7.974,6.951,n
8.925,9.002,0.251,n
1.728,0.733,4.583,p
6.634,2.914,9.971,n
4.139,4.323,2.763,n
3.358,6.193,8.962,n
0.414,3.987,6.866,p
0.636,0.714,3.703,p
9.861,9.893,9.249,n
1.566,2.363,1.418,n
4.339,3.379,2.109,p
1.742,6.671,5.667,n
1.578,8.327,0.634,n
5.996,2.220,0.268,n
1.365,7.254,8.714,n
9.038,3.415,9.179,p
8.086,7.202,6.285,n
0.778,6.445,8.053,p
5.064,2.006,8.511,n
9.659,9.898,0.727,n
0.977,7.640,7.498,n
3.734,0.502,0.158,p
5.124,1.145,8.935,p
3.307,3.774,9.668,p
2.811,3.367,3.291,p
0.132,4.573,4.754,n
0.156,2.690,9.918,p
6.571,4.218,4.563,n
1.154,4.474,7.576,p
6.747,4.907,7.623,n
4.183,7.802,8.575,p
5.145,4.058,7.974,n
7.994,5.809,7.360,n
6.236,7.697,9.943,p
4.613,0.195,8.665,p
8.257,2.288,5.447,n
4.176,6.109,6.595,n
7.191,7.046,4.599,n
1.935,1.054,2.514,p
8.937,5.565,5.328,n
3.116,4.625,1.387,n
2.494,6.994,0.284,n
2.203,0.055,1.064,p
9.344,9.595,4.307,n
6.276,5.904,8.667,n
2.251,4.725,3.126,p
1.158,6.517,8.655,p
2.783,2.480,2.561,p
3.827,1.598,0.786,p
0.518,3.832,5.912,p
6.008,4.035,8.648,n
4.413,2.217,1.023,p
2.307,2.632,1.004,p
0.358,6.930,4.069,p
2.423,3.253,0.383,p
9.829,6.533,3.755,n
3.761,0.257,2.476,p
0.927,6.573,9.174,p
2.405,2.834,5.721,p
0.395,6.611,1.018,p
1.791,8.156,5.956,n
7.180,5.453,4.572,p
2.240,3.099,5.213,n
9.812,0.678,4.526,n
3.265,2.911,3.564,p
2.543,6.419,7.147,p
5.954,0.957,0.692,p
1.592,7.220,7.095,n
9.692,5.191,5.177,n
6.183,1.128,7.177,n
1.743,4.880,0.009,p
7.174,0.435,8.174,p
6.371,1.270,3.504,p
0.264,1.511,4.058,p
5.674,8.086,6.248,n
1.295,6.796,0.761,n
2.433,0.896,2.607,p
0.650,3.264,6.239,p
8.016,4.139,9.402,p
2.772,2.908,9.955,p
1.955,5.593,1.043,p
4.908,8.701,6.293,n
0.542,4.162,2.177,p
0.774,6.602,7.003,p
6.267,6.924,0.709,p
4.515,2.514,0.776,p
2.903,2.753,8.408,p
0.964,2.537,1.302,p
4.843,1.807,9.610,n
2.180,4.287,0.214,p
7.766,4.411,0.198,n
6.752,8.454,6.103,n
9.284,1.836,5.211,n
3.591,7.177,8.188,n
2.757,5.121,2.817,p
8.272,8.051,4.419,n
1.917,9.414,6.326,p
3.937,7.502,6.756,n
7.056,2.982,8.592,n
2.083,3.621,4.294,p
4.200,3.209,9.994,p
1.585,6.246,9.626,p
3.300,9.426,0.823,n
9.334,2.697,1.686,n
6.028,9.876,3.277,n
6.258,4.174,5.947,n
4.124,3.064,4.156,p
1.089,6.391,9.052,n
2.691,7.857,3.367,n
0.877,1.662,8.490,n
2.419,0.396,2.943,p
2.043,3.063,9.986,p
7.503,2.587,6.881,n
0.316,4.546,3.119,p
1.857,4.299,0.184,p
4.837,0.572,6.514,p
1.940,5.413,6.403,p
0.990,3.841,4.402,p
6.936,4.450,5.103,n
4.573,1.517,4.056,p
8.455,9.198,5.892,n
9.121,3.858,2.137,p
1.102,8.015,4.823,n
2.115,8.590,7.113,n
8.575,3.004,7.548,n
2.244,1.353,4.596,p
9.336,0.409,7.465,p
2.913,6.468,4.789,p
1.777,1.215,3.255,p
4.231,0.459,9.445,p
5.216,7.849,3.567,p
5.359,5.598,3.779,n
5.729,7.539,7.655,n
4.544,3.579,1.456,n
2.826,0.565,3.706,p
3.748,1.567,3.889,p
6.376,7.332,8.360,n
1.503,4.894,4.153,p
9.574,7.839,3.149,n
9.756,9.565,8.790,p
5.039,0.745,1.405,p
8.868,0.776,8.453,n
2.710,1.735,6.927,p
6.957,5.844,1.454,n
9.915,6.579,1.537,n
0.028,4.889,7.049,p
7.629,1.150,5.381,n
6.209,6.119,8.375,p
8.491,1.239,5.693,p
3.973,2.186,6.147,p
6.768,5.715,8.970,n
4.076,6.915,2.445,n
5.371,2.266,1.233,p
0.902,1.182,9.910,p
0.390,8.073,7.487,n
0.432,7.786,6.752,n
7.386,6.793,1.649,n
1.907,2.362,5.738,p
7.200,3.911,6.955,n
5.126,2.267,0.833,p
5.467,8.535,8.501,n
1.055,3.287,1.838,p
5.148,1.566,9.622,p
0.149,4.930,7.538,p
2.688,5.783,2.016,n
0.219,7.116,0.248,p
2.125,6.635,2.491,n
1.662,5.706,4.391,p
3.795,4.296,3.223,n
1.393,3.417,4.154,p
1.177,2.038,2.062,p
0.364,3.586,9.501,p
0.960,2.515,5.038,p
2.848,3.107,0.286,p
0.945,8.912,5.843,n
5.820,0.917,4.953,p
6.585,0.604,0.881,p
6.870,7.414,5.682,p
2.574,2.496,0.971,p
0.926,2.698,6.537,p
1.941,3.349,5.487,p
1.089,2.333,0.028,p
5.912,1.219,0.437,p
6.385,2.375,1.055,n
0.121,7.658,9.956,p
2.073,9.093,4.284,n
7.584,0.385,9.805,p
5.843,6.501,7.398,n
0.081,5.130,5.624,p
7.279,5.646,6.738,n
8.736,7.874,8.234,n
4.081,0.312,7.039,p
6.506,0.506,2.450,p
3.123,4.161,7.902,n
0.221,3.236,5.664,n
6.946,3.796,1.473,n
9.084,6.332,0.893,n
0.640,3.294,2.936,p
8.398,2.208,3.858,n
2.979,5.120,8.976,n
9.997,1.489,3.486,n
8.036,6.659,4.239,n
8.524,9.118,0.290,n
2.836,2.338,4.471,p
6.189,5.240,7.618,n
1.160,4.844,2.390,p
9.096,3.528,7.390,n
3.230,6.723,4.279,n
4.966,6.637,8.826,n
6.259,2.303,5.705,n
5.188,2.266,2.502,p
1.474,2.756,7.362,p
2.982,3.949,7.526,p
1.962,7.479,9.467,n
2.113,7.609,7.055,n
7.111,1.604,1.083,n
6.477,1.722,3.126,p
9.550,6.955,6.935,n
8.815,3.124,4.457,n
9.819,3.353,5.588,n
2.324,2.995,5.112,p
9.645,6.966,1.799,n
2.626,4.911,1.716,p
4.608,1.256,0.272,p
5.269,6.207,1.059,n
6.043,6.307,7.283,n
3.390,0.545,7.861,p
7.196,3.678,3.669,n
1.637,7.343,0.780,n
4.150,9.217,3.573,n
4.951,4.816,2.791,n
3.155,8.066,0.243,n
4.210,2.304,7.104,p
9.304,3.250,7.837,p
1.500,8.842,2.678,n
3.406,4.562,4.319,p
3.057,6.763,9.052,n
0.971,2.809,7.080,p
9.099,2.866,1.205,n
6.680,4.148,6.644,n
4.740,3.628,2.484,n
4.795,2.397,2.310,p
6.338,9.212,5.213,n
4.525,4.382,2.380,n
5.030,8.915,4.599,n
4.204,0.994,3.072,p
9.420,9.341,7.230,n
4.390,0.235,7.331,p
5.457,0.177,6.873,p
2.764,9.016,4.190,n
4.644,1.026,6.960,p
0.106,1.408,4.914,p
2.030,7.421,3.849,n
0.672,9.967,8.524,n
5.046,0.736,8.201,p
6.619,0.317,4.583,p
4.283,3.815,1.383,n
7.213,2.694,7.788,n
0.805,5.711,1.251,p
8.496,1.351,9.260,n
1.684,0.281,3.875,p
3.579,0.454,9.002,p
4.430,5.486,1.252,n
9.262,2.246,7.001,n
0.610,7.507,0.745,n
9.238,6.972,6.418,n
2.841,2.951,1.304,p
6.511,0.660,2.944,p
5.827,2.528,8.186,n
6.869,9.390,2.023,n
3.764,9.830,7.138,n
2.603,6.840,5.616,n
3.991,2.151,3.624,n
6.405,1.908,6.756,n
3.333,1.582,8.540,p
0.783,9.331,6.786,n
1.298,5.935,8.985,p
5.229,3.182,4.150,n
3.400,0.233,8.588,p
3.838,0.621,6.000,p
0.592,4.573,1.759,p
1.312,8.037,0.689,n
2.906,3.627,5.919,p
4.556,5.609,7.911,n
9.225,9.138,2.215,n
3.961,2.185,5.086,p
4.148,7.673,0.531,n
6.789,9.196,8.761,n
2.687,6.543,3.923,n
2.057,4.302,2.868,p
6.031,3.368,3.258,n
0.319,8.352,7.941,n
8.296,3.969,8.187,n
0.584,0.507,6.935,p
6.925,0.334,1.564,p
9.116,8.530,1.654,n
0.969,7.565,9.580,n
0.796,0.003,5.928,p
0.161,0.449,5.194,p
1.077,9.662,2.321,n
0.693,7.066,3.947,p
8.436,6.716,4.406,p
0.518,1.043,4.887,p
6.894,0.623,9.665,p
1.374,2.486,7.535,p
9.317,6.909,0.611,n
6.549,1.170,8.675,n
4.156,9.690,7.888,n
7.286,5.766,4.769,n
7.928,4.999,4.566,n
1.239,6.628,1.164,p
2.771,2.564,2.729,p
8.564,5.523,5.936,n
5.296,9.154,3.642,n
9.531,3.356,9.640,n
6.599,1.022,4.739,p
0.954,8.093,6.257,p
8.157,7.386,7.553,p
1.011,2.891,9.271,p
6.033,2.038,7.854,n
3.350,3.912,8.846,p
0.014,7.872,7.068,p
3.898,1.139,0.873,p
7.287,0.012,0.671,n
6.004,0.529,4.081,p
4.119,0.187,7.204,p
3.698,8.555,5.103,n
7.893,4.658,0.520,p
6.375,5.196,9.140,p
0.858,2.815,5.778,p
4.446,3.010,6.489,p
3.126,0.330,7.914,p
2.304,2.660,3.797,p
1.439,2.486,7.550,p
8.604,3.445,1.066,n
0.142,7.682,5.049,p
0.454,0.613,8.389,p
3.878,1.985,2.180,p
5.795,1.066,6.264,n
0.150,0.416,3.806,p
9.176,3.192,5.137,n
1.896,0.159,8.800,p
1.015,6.523,5.122,n
0.674,7.458,8.542,n
4.223,6.440,1.593,n
4.183,3.212,0.185,p
3.680,4.250,7.607,p
2.358,2.785,3.924,n
1.265,3.977,0.615,p
8.454,9.912,2.758,p
3.676,0.509,4.041,p
3.085,4.197,1.374,p
2.507,0.095,8.406,p
7.107,0.319,0.840,p
0.090,3.849,1.754,p
3.536,2.837,6.941,p
1.451,8.966,1.169,n
0.002,9.795,5.943,n
7.719,1.811,7.353,n
7.657,7.359,0.405,n
0.470,7.166,8.366,p
8.887,0.889,1.204,n
8.727,6.561,1.459,n
4.025,1.888,5.152,p
3.888,5.129,3.443,n
9.389,6.996,2.082,n
3.983,5.977,8.254,n
0.286,5.701,9.687,p
8.000,7.037,5.430,n
1.245,7.754,9.634,n
9.214,3.498,6.509,n
9.733,0.415,8.925,n
3.885,6.407,0.403,n
8.845,2.574,5.457,n
1.040,9.123,4.390,n
2.162,2.594,1.270,p
1.429,6.426,2.729,p
8.718,5.610,3.922,n
3.381,4.262,2.749,p
1.076,2.559,9.571,p
1.937,0.467,0.803,p
0.596,9.577,8.933,n
2.635,2.408,9.855,p
0.783,5.282,8.376,p
7.549,6.436,2.974,n
1.831,4.941,5.885,p
6.204,0.073,8.137,p
4.706,4.028,2.547,p
5.757,1.496,8.013,p
7.056,4.728,8.564,n
5.331,9.183,5.403,n
2.650,2.219,7.709,p
7.510,1.122,5.874,n
7.893,4.998,2.788,n
9.163,4.032,2.851,n
5.542,1.932,0.763,p
1.270,0.314,9.806,p
7.880,0.337,4.991,n
2.507,8.156,4.325,n
0.158,5.622,1.933,p
3.421,1.991,6.787,p
8.900,9.275,6.943,n
5.085,9.578,4.846,n
5.703,2.434,1.902,n
5.926,9.351,5.200,n
5.131,7.813,0.206,n
2.609,9.614,8.748,n
0.361,3.717,5.566,p
0.690,1.882,8.579,p
6.637,2.857,7.849,p
0.886,5.756,1.509,p
4.541,3.850,1.236,n
9.253,8.197,1.912,n
7.947,0.089,2.183,n
1.651,9.557,1.767,n
9.178,3.674,1.722,n
7.611,6.555,7.900,n
8.557,2.789,8.161,n
8.877,9.616,7.061,n
5.337,9.408,4.325,n
4.390,6.538,2.683,n
6.754,7.572,4.083,p
2.841,0.344,4.891,p
4.888,1.709,2.819,p
0.180,4.228,8.197,p
2.685,1.110,4.744,p
1.754,5.934,7.465,p
2.554,2.561,2.384,p
3.689,2.292,4.257,p
0.689,8.986,0.133,n
6.741,6.377,9.943,n
2.842,7.837,3.276,n
1.827,3.339,0.097,p
4.977,0.475,7.314,p
1.188,1.081,3.695,p
7.052,4.379,7.892,n
0.596,4.641,5.757,p
1.366,0.390,3.470,p
3.356,0.340,6.537,n
0.622,0.968,3.964,p
3.586,8.316,2.111,n
2.661,7.032,8.832,n
9.321,9.058,0.688,n
